district,mandal,month,year,NDVI_mean,rainfall_mm_per_day,temperature_C,batch_id
Yadadri Bhuvanagiri,Valigonda,10.0,2024,0.3377,1.9883,0.00,batch_24
Yadadri Bhuvanagiri,Yadagirigutta,10.0,2024,0.3738,1.8901,0.00,batch_24
Yadadri Bhuvanagiri,Addagudur,12.0,2024,0.2156,0.0000,0.00,batch_24
Yadadri Bhuvanagiri,Alair,12.0,2024,0.2313,0.1921,0.00,batch_24
Yadadri Bhuvanagiri,Athmakur (M),12.0,2024,0.2171,0.1206,0.00,batch_24
Yadadri Bhuvanagiri,B.Pochampally,12.0,2024,0.1808,0.1764,0.00,batch_24
Yadadri Bhuvanagiri,Bhongiri,12.0,2024,0.2258,0.1595,0.00,batch_24
Yadadri Bhuvanagiri,Bibinagar,12.0,2024,0.2071,0.1504,0.00,batch_24
Yadadri Bhuvanagiri,Bommalaramaram,12.0,2024,0.2280,0.1937,0.00,batch_24
Yadadri Bhuvanagiri,Choutuppal,12.0,2024,0.2166,0.1838,0.00,batch_24
Yadadri Bhuvanagiri,Gundala,12.0,2024,0.2228,0.1172,0.00,batch_24
Yadadri Bhuvanagiri,Motakondur,12.0,2024,0.2483,0.1561,0.00,batch_24
Yadadri Bhuvanagiri,Mothkur,12.0,2024,0.2180,0.0505,0.00,batch_24
Yadadri Bhuvanagiri,Narayanapoor,12.0,2024,0.2318,0.1862,0.00,batch_24
Yadadri Bhuvanagiri,Rajapeta,12.0,2024,0.2322,0.2274,0.00,batch_24
Yadadri Bhuvanagiri,Ramannapet,12.0,2024,0.2033,0.0808,0.00,batch_24
Yadadri Bhuvanagiri,Turkapalle_M,12.0,2024,0.2378,0.2134,0.00,batch_24
Yadadri Bhuvanagiri,Valigonda,12.0,2024,0.2048,0.1035,0.00,batch_24
Yadadri Bhuvanagiri,Yadagirigutta,12.0,2024,0.2253,0.1797,0.00,batch_24
